timestamp,cylinder_number,customer,job_number,grain_screened,ink_color,proof_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humidity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,class
196,147,16,173,3,1,3,2,1,2,2,2,1,2,4,2,2.0,2,3,0,8,30,8,45,23,10,12,0,20,70,52,11,0,22,13,6,4,29,0,0
195,223,33,222,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,15,31,6,41,31,18,36,15,23,44,15,0,0,22,13,4,4,0,0,0
191,399,44,198,2,1,3,2,1,2,1,2,1,2,4,2,9.0,4,3,1,6,27,15,23,38,18,17,0,51,72,45,0,0,22,13,5,4,35,0,0
191,303,24,110,2,1,3,2,1,1,1,2,1,1,3,5,2.0,4,1,0,8,27,20,41,24,14,20,0,68,70,52,0,0,22,8,1,4,47,0,0
190,4,44,198,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,3,0,10,23,15,28,20,18,2,88,55,40,75,0,0,22,13,5,4,18,0,0
203,175,49,248,3,1,3,2,1,1,1,2,1,2,2,1,9.0,2,3,0,15,29,6,58,8,18,36,0,5,70,52,0,0,29,13,8,4,29,0,0
203,51,49,248,3,1,3,2,1,1,1,2,1,2,2,1,10.0,2,0,0,15,29,3,41,30,11,36,0,5,57,83,0,0,22,13,8,4,29,0,0
201,150,47,218,3,1,3,2,1,2,3,2,1,2,4,3,2.0,2,1,0,21,31,3,23,29,3,36,0,82,69,54,0,0,22,13,4,4,29,0,0
202,329,64,205,2,1,3,2,1,1,1,2,1,1,3,5,9.0,4,1,0,8,29,6,34,32,9,6,82,46,43,74,8,0,15,18,1,4,29,0,1
202,370,64,205,2,1,3,2,1,1,1,2,1,1,3,5,2.0,4,1,0,8,29,3,41,20,14,5,85,46,61,35,10,0,15,8,1,4,29,0,1
12,82,49,240,3,1,3,2,1,2,3,2,1,2,4,3,9.0,2,3,0,13,28,10,48,28,7,9,64,45,1,56,13,0,23,3,8,1,72,0,0
9,48,49,240,3,1,3,2,1,2,3,2,3,2,4,3,9.0,2,3,0,15,15,10,23,28,3,6,64,20,1,56,0,0,30,6,8,1,17,0,0
11,171,49,240,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,15,13,6,4,24,19,36,51,35,17,19,0,0,24,6,8,1,0,0,0
14,136,6,58,3,1,3,2,1,2,3,2,3,2,4,2,9.0,2,3,1,16,19,18,41,26,16,4,37,81,23,25,0,0,22,14,10,4,72,0,0
2,191,59,70,2,1,3,2,1,1,1,2,1,1,3,6,2.0,3,1,0,8,6,6,16,23,11,2,0,23,67,59,13,0,31,23,3,1,77,0,1
4,164,64,142,2,1,3,2,1,1,1,2,1,2,4,2,9.0,4,1,0,11,7,6,28,20,11,12,0,64,57,84,0,0,22,13,1,2,0,0,1
4,157,64,142,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,1,0,11,7,6,41,28,10,10,0,64,40,108,0,0,22,13,1,2,0,0,1
18,60,50,165,3,1,3,2,1,2,3,2,1,2,1,0,7.0,2,3,1,18,19,8,28,14,10,34,76,27,49,73,0,0,4,4,9,4,17,0,1
18,73,50,165,3,1,3,2,1,2,2,2,1,1,1,0,2.0,2,3,1,20,19,8,35,24,10,31,0,27,70,52,0,0,29,5,9,4,17,0,1
8,186,49,240,2,1,3,2,1,1,1,2,1,2,2,1,9.0,2,3,0,8,19,6,36,33,18,36,4,35,54,79,0,0,22,6,8,1,17,0,1
1,103,24,84,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,3,0,8,3,10,41,36,10,7,3,51,37,107,0,0,22,14,1,1,1,0,1
15,45,40,158,2,1,3,2,1,2,1,2,1,2,4,2,1.0,2,1,1,15,25,10,16,19,10,15,0,55,75,26,0,0,0,1,5,4,77,0,0
5,105,11,83,3,1,3,2,1,2,3,2,3,2,4,3,9.0,4,3,0,11,14,3,41,16,5,19,33,31,24,28,0,0,22,2,6,1,77,0,0
4,59,26,164,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,21,8,14,28,38,18,36,118,20,31,55,0,2,22,13,8,2,0,0,0
1,290,61,7,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,1,13,6,12,58,18,7,12,46,51,7,57,8,0,22,13,8,1,0,0,0
3,237,26,164,3,1,3,2,1,2,3,2,1,2,1,0,2.0,2,3,0,13,17,8,20,41,11,31,19,27,35,30,0,0,29,13,8,1,0,0,0
18,213,59,71,2,1,3,2,1,1,1,2,1,2,4,3,9.0,3,1,1,7,19,10,23,24,18,2,13,76,40,26,0,0,22,4,1,4,17,0,1
18,200,59,71,2,1,3,2,1,1,1,2,1,2,4,3,2.0,3,1,1,17,19,8,24,26,22,14,10,76,31,46,0,0,22,5,1,4,0,0,1
13,338,64,143,2,1,3,2,1,1,1,2,1,2,3,6,2.0,4,1,0,11,20,10,28,19,11,7,0,71,62,75,0,0,15,28,1,1,71,0,1
6,195,59,70,2,1,3,2,1,2,1,2,1,1,3,6,9.0,4,1,0,8,13,10,28,26,18,17,0,36,60,79,0,0,9,21,2,1,0,0,1
6,188,59,70,2,1,3,2,1,2,1,2,1,1,3,6,2.0,4,1,0,8,13,12,28,19,18,12,0,36,67,59,0,0,22,31,3,1,13,0,1
7,231,49,240,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,0,15,17,3,16,24,11,34,82,35,41,79,0,0,22,13,8,1,0,0,0
8,171,49,240,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,18,19,6,6,23,18,36,51,35,17,19,0,0,16,6,8,1,0,0,1
8,244,49,240,2,1,3,2,1,1,1,2,1,2,2,1,10.0,2,3,0,8,19,8,21,31,18,36,83,35,46,68,0,0,22,13,8,1,74,0,1
8,245,49,240,3,1,3,2,1,2,3,2,1,2,1,0,2.0,2,3,0,27,19,3,23,26,11,29,55,51,48,87,0,0,29,12,8,1,0,0,1
8,179,49,240,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,13,19,3,43,13,18,36,75,35,43,83,0,0,22,12,8,0,17,0,1
10,81,49,240,3,1,3,2,1,2,3,2,1,2,4,3,2.0,2,3,0,21,15,10,28,16,11,12,38,35,7,73,3,0,29,5,8,1,0,0,0
13,364,60,92,2,1,2,2,1,1,1,3,1,2,3,5,9.0,4,1,0,15,13,12,39,14,22,12,0,51,57,84,13,0,22,16,1,1,0,0,1
13,351,60,92,2,1,2,2,1,1,1,2,1,2,3,5,2.0,4,3,0,15,13,6,35,12,14,12,0,51,50,96,5,0,9,13,1,1,0,0,1
8,182,39,170,2,1,3,2,1,1,1,2,1,2,4,2,9.0,2,1,0,8,19,6,28,24,11,10,0,45,57,84,0,0,22,16,1,1,0,0,1
8,170,39,170,2,1,3,2,1,1,1,2,1,2,4,2,2.0,2,1,0,8,19,10,28,32,11,10,0,45,57,84,0,0,22,16,1,1,0,0,1
18,271,61,8,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,1,8,19,12,18,24,22,2,71,48,1,18,10,0,22,10,8,4,17,0,1
17,80,51,165,3,2,3,2,1,2,2,2,1,1,1,0,2.0,2,3,3,15,30,20,54,0,10,30,90,31,43,64,0,0,29,6,9,7,81,0,0
24,367,33,43,3,1,3,2,1,2,2,2,1,1,3,4,7.0,4,3,0,17,27,16,23,39,11,2,0,53,57,84,0,0,15,13,6,2,0,0,0
16,74,50,165,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,15,21,3,20,2,11,35,0,27,43,104,0,0,29,13,9,2,0,0,0
19,42,40,159,2,1,3,2,1,1,1,2,1,0,2,1,6.0,2,4,1,13,27,12,28,28,22,36,90,82,46,58,0,0,22,13,5,4,72,0,1
19,88,40,159,2,1,3,2,1,1,1,2,1,0,2,1,1.0,2,4,1,13,27,20,28,24,22,36,90,82,46,58,0,0,22,13,5,4,77,0,1
23,201,59,72,2,1,3,2,1,1,1,2,1,2,4,2,9.0,3,1,0,3,23,16,40,25,10,12,0,60,70,52,5,0,22,13,1,2,61,0,1
23,207,59,72,2,1,3,2,1,1,1,2,1,2,4,2,2.0,3,1,0,3,23,12,47,22,10,12,0,60,57,84,5,0,22,13,1,2,61,0,1
21,343,64,168,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,0,3,16,10,41,14,14,2,0,68,57,84,0,0,9,6,1,2,17,0,1
21,341,64,168,2,1,3,2,1,1,1,3,1,2,3,5,9.0,4,1,0,3,16,12,41,20,16,7,53,68,5,58,10,0,6,5,1,2,17,0,1
23,390,64,144,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,1,0,3,23,17,28,41,11,12,0,71,57,84,14,0,19,13,1,2,0,0,1
23,395,64,144,2,1,3,2,1,1,1,2,1,2,3,6,2.0,4,1,0,3,23,17,28,40,11,12,0,71,57,84,14,0,29,9,1,2,0,0,1
18,97,17,141,3,1,3,2,1,1,3,2,1,1,4,2,9.0,4,1,0,17,19,16,47,34,11,19,0,45,70,61,0,0,28,15,3,2,0,0,1
18,93,17,141,3,1,3,2,1,1,3,2,1,1,4,2,2.0,4,1,0,19,19,6,28,26,11,19,0,45,57,84,0,0,15,13,3,2,0,0,1
18,365,61,8,3,2,3,2,1,2,3,2,3,2,3,4,2.0,4,3,3,8,19,20,24,29,22,2,66,48,6,26,0,0,22,10,8,7,81,0,1
22,10,22,56,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,6,0,15,18,10,41,9,11,36,37,5,23,25,0,0,22,13,0,2,65,0,1
22,87,22,56,3,1,3,2,1,2,3,2,1,2,2,1,6.0,2,6,0,15,18,10,49,34,11,36,17,5,28,49,0,0,22,8,0,2,0,0,1
26,129,28,163,3,1,3,2,1,2,2,2,1,2,1,0,7.0,2,3,0,15,24,14,4,36,10,28,0,5,57,84,0,0,29,15,8,2,0,0,0
27,37,14,227,3,1,3,2,1,2,3,2,1,1,4,2,9.0,2,3,0,20,20,12,16,30,11,12,25,35,24,48,0,0,28,12,4,2,0,0,1
27,224,14,227,3,1,3,2,1,2,3,2,1,1,4,2,2.0,2,3,0,18,20,10,4,30,11,10,28,35,22,51,0,0,29,10,4,2,0,0,1
20,50,12,166,1,2,3,2,1,1,1,2,1,2,4,2,9.0,2,1,3,28,25,20,35,24,22,12,25,42,40,12,0,0,25,13,3,7,81,0,1
20,41,12,216,1,2,3,2,1,1,1,2,1,2,4,2,2.0,2,1,3,28,25,20,28,22,10,16,33,42,24,28,0,0,22,13,3,7,81,0,1
27,86,16,169,3,1,3,2,1,2,2,2,1,1,2,1,6.0,2,3,0,15,24,15,28,34,11,36,0,20,57,84,0,0,22,13,8,2,0,0,0
29,394,61,9,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,0,18,14,6,37,24,18,12,80,53,2,1,3,0,24,13,8,3,0,0,0
28,169,52,42,3,1,3,2,1,2,3,2,1,2,4,2,2.0,2,0,0,24,14,12,10,26,10,12,0,7,78,9,3,0,22,13,6,3,13,0,0
27,140,29,163,2,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,24,30,15,16,0,11,20,101,3,54,27,0,0,22,13,8,2,0,0,0
28,263,64,145,2,1,3,2,1,1,1,2,1,0,3,5,6.0,4,1,1,15,23,10,41,42,16,6,0,63,57,84,0,0,6,6,1,5,68,0,1
28,183,52,42,3,1,3,2,1,2,3,2,1,1,4,2,9.0,2,0,0,24,23,15,28,18,10,14,0,45,51,95,3,0,22,13,6,3,13,0,0
28,308,64,145,2,1,3,2,1,1,1,2,1,0,3,5,2.0,4,1,1,15,23,12,35,19,14,6,0,63,57,84,0,0,9,6,1,5,0,0,1
30,161,67,55,3,1,3,2,1,2,3,2,1,2,4,3,9.0,4,3,1,23,12,2,54,19,11,12,30,35,18,57,0,0,29,5,8,4,77,0,0
32,270,5,78,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,1,1,8,12,3,28,19,11,7,0,58,66,64,0,0,21,15,3,4,77,0,1
31,276,61,10,3,1,3,2,1,2,3,2,1,2,3,4,2.0,4,3,1,11,12,3,16,24,11,2,48,45,9,48,0,0,22,10,8,4,77,0,1
0,356,30,0,3,2,3,2,1,2,3,2,1,1,3,4,7.0,4,0,3,15,24,12,23,15,10,2,15,31,43,15,0,0,22,13,8,7,81,0,0
33,232,47,161,3,1,3,2,1,2,3,2,1,2,4,2,2.0,2,3,0,21,23,12,31,37,18,7,0,31,45,18,0,0,22,13,8,2,0,0,0
34,63,47,161,3,1,3,2,1,2,3,2,1,1,4,2,2.0,2,3,0,15,23,14,10,0,11,17,0,42,43,104,10,0,24,5,8,2,0,0,0
35,9,49,241,3,1,3,2,1,2,3,2,1,2,1,0,2.0,2,3,0,8,21,10,49,24,22,24,61,11,7,34,0,0,29,6,8,2,0,0,1
35,173,49,241,3,1,3,2,1,2,3,2,1,2,1,0,7.0,2,3,1,3,21,16,41,14,22,34,67,11,10,14,0,0,29,12,8,4,74,0,1
35,230,47,161,3,1,3,2,1,2,3,2,3,2,4,2,9.0,2,3,0,7,21,10,16,26,10,10,0,35,57,84,8,0,22,5,8,2,0,0,1
35,178,49,241,3,1,3,2,1,2,3,2,3,2,2,1,5.0,2,3,1,15,21,12,24,18,11,36,104,11,37,62,0,2,21,10,8,4,74,0,1
35,67,49,241,3,1,3,2,1,2,3,2,3,2,2,1,1.0,2,3,1,20,21,18,13,17,11,36,82,11,32,97,0,0,15,5,8,4,74,0,1
32,309,5,78,2,1,3,2,1,1,1,2,1,2,3,6,2.0,4,1,1,11,20,3,16,17,11,12,0,58,66,64,0,0,22,10,3,4,74,0,0
35,322,37,89,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,1,3,21,3,25,31,16,2,0,60,57,84,6,0,9,6,1,4,74,0,1
35,297,37,89,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,0,8,21,12,33,30,14,14,0,60,57,84,6,0,18,10,1,2,0,0,1
35,8,49,241,3,1,3,2,1,1,1,2,1,2,2,1,10.0,2,3,1,18,21,15,28,31,11,36,0,4,70,52,0,0,22,13,8,4,74,0,1
35,233,49,241,3,1,3,2,1,1,1,2,1,2,2,1,9.0,2,3,1,18,21,15,28,37,11,36,0,4,70,52,0,0,22,13,8,4,74,0,1
39,246,54,157,3,1,3,2,1,2,3,2,3,1,4,3,2.0,2,3,1,21,21,10,41,31,10,8,10,15,25,65,10,0,29,18,8,4,68,0,0
40,50,54,157,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,21,18,10,58,1,10,29,69,27,0,47,0,0,29,8,8,2,22,0,1
39,52,54,157,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,0,20,18,14,23,14,10,33,60,27,3,54,10,0,29,13,8,2,22,0,1
38,53,62,121,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,1,23,26,10,16,29,11,29,77,32,49,72,8,0,29,13,2,4,68,0,1
38,55,62,121,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,24,26,14,26,24,5,24,54,32,4,57,0,0,29,13,2,2,22,0,1
38,296,25,85,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,1,1,15,26,8,19,32,18,11,0,73,31,112,17,0,22,15,1,4,68,0,1
38,356,25,85,2,1,3,2,1,1,1,2,1,2,3,7,10.0,4,1,0,15,26,12,4,16,18,21,0,73,57,84,17,0,15,13,1,2,22,0,1
38,325,55,98,2,1,3,2,1,1,1,2,1,1,3,4,2.0,4,1,0,11,26,15,16,22,11,2,72,58,5,8,0,0,22,10,1,2,22,0,1
38,301,55,98,2,1,3,2,1,1,1,2,1,2,3,4,7.0,4,1,0,15,26,12,5,14,11,7,66,58,2,44,13,0,22,10,1,2,22,0,1
25,196,59,72,2,1,3,2,1,1,1,2,1,0,3,6,2.0,3,1,0,5,19,8,35,22,18,7,0,51,57,84,5,0,22,5,1,2,64,0,1
25,189,59,72,2,1,3,2,1,1,1,2,1,0,3,6,9.0,3,1,0,5,19,18,35,22,18,7,0,51,57,84,5,0,8,10,1,2,13,0,1
37,357,64,147,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,1,1,8,19,3,28,16,11,17,0,78,56,86,0,0,17,15,1,4,0,0,1
37,383,64,147,2,1,3,2,1,1,1,2,1,2,3,6,2.0,4,1,1,8,19,14,28,22,11,2,0,78,66,64,0,0,22,8,1,4,0,0,1
36,346,64,147,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,11,19,3,28,24,14,2,0,55,57,84,0,0,9,6,3,2,51,0,1
45,156,63,63,1,1,3,2,1,1,3,2,1,1,4,3,9.0,4,0,0,28,16,2,41,19,7,12,0,45,57,84,0,0,17,13,1,2,0,0,0
41,277,55,99,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,3,0,8,19,15,32,32,16,36,92,71,23,105,15,0,22,13,3,2,51,0,1
41,307,55,99,2,1,3,2,1,1,1,2,1,2,3,7,9.0,4,3,0,8,19,12,25,34,16,36,0,71,31,112,11,0,29,15,3,2,51,0,1
41,35,22,2,3,1,3,2,1,2,3,2,1,2,4,3,2.0,2,3,0,20,19,14,45,23,7,5,52,20,18,16,13,0,29,13,2,2,64,0,1
40,85,54,157,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,21,18,12,49,32,11,31,69,24,0,47,0,0,29,10,8,2,21,0,1
41,65,22,2,3,1,3,2,1,2,3,2,1,2,4,3,9.0,2,3,0,18,19,10,39,23,7,12,23,20,28,39,0,0,29,5,2,2,64,0,1
40,63,54,157,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,0,21,18,10,25,14,11,29,60,24,3,54,10,0,29,13,8,2,51,0,1
42,151,64,167,2,1,3,2,1,1,1,2,1,2,4,3,2.0,4,1,0,11,18,10,32,22,18,36,26,60,27,35,8,0,22,15,1,2,51,0,1
49,155,64,167,2,1,3,2,1,1,1,2,1,2,4,3,9.0,4,1,0,6,18,8,25,24,18,36,89,60,44,64,0,0,22,4,1,2,51,0,1
43,162,63,62,2,1,3,2,1,1,3,2,1,2,4,3,2.0,4,0,0,6,20,18,28,14,7,14,0,53,57,84,0,0,22,18,1,2,0,0,0
44,162,63,63,2,1,3,2,1,1,1,2,1,1,4,3,2.0,4,0,0,6,20,6,28,14,7,17,0,55,57,84,0,0,22,21,1,2,0,0,0
49,156,63,63,1,1,3,2,1,1,3,2,1,1,4,3,9.0,4,3,0,28,19,12,54,38,3,8,0,51,49,99,0,0,22,12,1,2,0,0,1
49,159,63,63,2,1,3,2,1,1,3,2,1,1,4,3,2.0,4,3,1,28,19,3,16,24,4,16,76,51,49,73,0,0,22,18,1,4,34,0,1
46,318,5,79,2,1,3,1,1,1,1,2,1,2,3,7,2.0,4,1,0,3,15,3,37,28,18,36,0,76,57,84,11,0,22,12,3,2,74,0,1
46,360,5,79,2,1,3,1,1,1,1,2,1,2,3,7,9.0,4,1,0,3,15,12,39,36,18,36,0,76,56,84,8,0,29,20,3,2,74,0,1
48,254,58,160,3,1,3,2,1,2,3,2,3,2,1,0,7.0,2,3,0,11,15,3,23,14,11,22,87,35,31,92,0,0,29,10,8,6,0,0,1
48,253,58,160,3,1,3,2,1,2,3,2,3,2,1,0,2.0,3,3,0,8,15,8,10,19,11,24,0,35,57,84,0,0,29,6,8,2,0,0,1
47,323,61,11,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,3,0,15,15,3,45,19,11,7,75,48,41,89,8,0,24,12,8,2,0,0,1
51,79,23,226,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,6,0,11,19,12,26,14,11,29,25,12,40,12,0,0,29,12,0,2,36,0,1
51,167,23,226,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,6,0,11,19,6,20,11,11,24,22,12,28,39,0,0,29,6,0,2,36,0,1
50,200,59,73,2,1,3,2,1,1,1,2,1,1,4,2,2.0,3,1,1,11,19,8,16,34,11,12,0,55,57,84,0,0,29,13,3,4,17,0,1
50,347,48,48,2,1,3,2,1,1,1,2,1,1,3,4,7.0,4,0,0,3,19,6,39,12,11,7,95,55,35,76,11,0,20,10,5,2,36,0,1
51,320,63,63,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,0,0,3,19,18,11,14,14,12,0,55,57,84,0,0,20,12,1,2,0,0,1
50,310,48,48,2,1,3,2,1,1,1,2,1,2,3,4,2.0,4,0,0,3,19,12,53,15,11,7,47,55,9,47,0,0,22,12,5,2,36,0,1
51,283,63,63,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,0,0,3,19,2,24,14,14,12,0,55,57,84,0,0,9,6,1,2,36,0,1
52,204,59,73,2,1,3,2,1,1,1,2,1,2,4,3,9.0,3,1,0,11,19,2,58,34,7,8,110,49,29,71,0,0,29,13,3,2,36,0,1
50,205,59,73,2,1,3,2,1,1,1,2,1,2,4,2,9.0,3,1,0,11,19,14,28,0,11,15,56,55,49,81,0,0,25,12,3,2,36,0,1
54,46,23,226,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,0,0,11,21,10,35,22,11,36,15,7,43,15,0,0,18,12,0,2,0,0,1
54,64,23,226,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,0,1,11,21,6,41,8,11,36,15,7,43,15,0,0,22,5,0,4,17,0,1
53,393,45,45,3,1,3,2,1,2,3,2,1,1,3,7,2.0,4,0,0,11,21,12,27,29,18,12,44,27,19,24,0,0,26,13,8,2,0,0,1
53,269,45,45,3,1,3,2,1,2,3,2,1,1,3,7,10.0,4,1,0,3,21,14,25,27,18,12,12,27,37,34,0,3,23,16,8,2,0,0,1
55,332,5,79,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,1,0,20,22,14,33,28,18,12,52,76,18,15,0,0,29,13,3,4,68,0,1
55,267,5,79,2,1,3,2,1,1,1,2,1,2,3,7,10.0,4,1,0,20,22,20,19,22,18,12,10,76,31,46,0,0,22,13,3,4,68,0,1
59,227,27,231,3,1,3,2,1,2,3,2,3,0,4,2,1.0,3,3,1,13,14,14,28,28,11,10,55,27,40,100,0,0,29,12,4,0,41,0,0
60,287,61,12,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,1,20,16,12,32,14,10,7,15,48,25,60,10,0,22,10,4,0,0,0,1
60,271,61,12,3,1,3,2,1,2,3,2,1,1,3,4,2.0,4,3,1,20,16,8,37,25,11,7,121,48,22,84,0,0,24,6,4,0,0,0,1
58,353,5,225,2,1,3,2,1,2,1,2,1,2,3,5,2.0,4,0,0,8,20,19,34,24,14,12,7,76,27,63,0,0,11,8,1,6,68,0,1
58,346,5,225,2,1,3,2,1,2,1,2,1,2,3,5,9.0,4,0,0,11,20,10,44,26,11,12,0,76,57,84,0,0,15,10,1,6,68,0,1
57,43,20,57,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,1,8,19,10,28,14,22,36,6,82,24,74,0,0,22,10,11,0,0,0,1
57,169,20,57,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,10,19,10,28,14,22,36,27,20,19,61,8,0,22,13,11,6,68,0,1
56,142,6,41,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,1,0,17,20,12,16,14,10,31,107,27,51,22,11,0,29,10,8,6,68,0,1
56,139,6,41,3,1,3,2,1,2,3,2,1,2,1,0,2.0,2,1,0,17,20,16,16,24,22,31,122,27,23,78,0,0,29,5,8,6,68,0,1
66,216,59,74,2,1,3,2,1,1,1,2,1,2,4,2,1.0,3,1,0,6,36,14,32,16,18,18,0,63,75,26,0,0,22,13,1,4,67,1,0
66,216,59,74,2,1,3,2,1,1,1,2,1,1,4,2,1.0,3,1,0,6,21,8,28,14,18,15,0,73,75,26,0,0,22,13,1,4,68,1,0
65,119,19,91,2,2,3,2,1,1,1,2,1,1,4,3,2.0,4,1,3,28,11,20,41,16,7,14,0,33,57,84,0,0,22,21,1,7,81,3,0
63,217,59,74,2,1,3,2,1,1,1,2,1,1,4,2,1.0,3,1,0,8,25,3,35,17,11,10,0,48,75,26,0,0,26,13,1,4,0,1,0
61,34,49,240,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,1,21,15,6,23,14,11,24,36,31,12,61,8,0,22,13,8,4,0,0,1
61,39,49,242,3,1,3,2,1,2,3,2,1,1,4,3,2.0,2,3,0,21,15,8,27,32,5,14,8,35,28,57,13,0,29,18,8,4,17,0,1
61,61,49,240,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,21,15,10,23,5,11,20,52,31,18,15,0,0,22,13,8,4,17,0,1
61,82,49,242,3,1,3,3,1,2,3,2,1,1,4,3,9.0,2,3,0,24,15,8,28,30,3,10,10,35,31,46,8,0,22,6,8,4,17,0,1
62,166,49,242,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,1,18,12,14,4,14,22,36,29,27,25,32,0,0,22,5,8,2,27,0,1
62,172,49,242,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,1,24,12,14,1,12,22,36,0,27,57,84,0,0,26,10,8,2,27,0,1
62,235,49,242,3,1,3,2,1,1,1,2,1,2,2,1,10.0,2,3,1,18,12,6,35,18,22,36,0,27,70,52,0,0,22,13,8,2,27,0,1
62,239,49,242,3,1,3,2,1,1,1,2,1,2,2,1,9.0,2,3,0,18,12,3,16,15,22,36,0,27,70,52,0,0,22,8,8,4,62,0,1
64,82,49,242,3,1,3,2,1,2,3,2,1,2,4,3,9.0,2,3,0,24,25,8,23,24,3,19,37,51,23,24,0,0,28,8,8,4,17,0,1
64,39,49,242,3,1,3,2,1,2,3,2,1,2,4,3,2.0,2,3,0,21,25,8,16,20,5,12,8,51,28,57,13,0,23,15,8,4,17,0,1
67,216,59,74,2,1,3,2,1,1,1,2,1,1,4,2,1.0,3,1,0,8,14,8,16,26,10,12,0,60,75,26,3,0,22,12,1,4,68,1,0
70,109,44,151,2,1,3,2,1,2,1,2,1,1,4,2,1.0,4,3,0,18,15,1,16,24,10,14,108,55,63,10,0,0,22,12,5,4,66,1,0
70,109,44,151,2,1,3,2,1,2,1,2,1,2,4,2,1.0,4,3,0,18,13,14,23,20,7,12,108,55,63,10,0,0,22,13,5,4,66,1,0
71,357,61,14,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,0,18,15,8,54,33,18,4,9,31,29,52,2,0,22,15,4,4,66,1,0
70,93,44,151,2,1,3,2,1,2,3,2,1,2,4,3,2.0,4,6,1,18,15,3,54,22,3,14,120,51,30,57,0,0,29,12,5,4,78,1,0
69,306,60,93,2,1,2,2,1,1,1,2,1,2,3,5,2.0,4,1,0,10,13,3,41,14,14,17,0,57,76,15,8,0,11,13,1,4,66,1,1
69,302,60,93,2,1,2,2,1,1,1,2,1,1,3,5,9.0,4,1,0,10,13,3,28,20,16,12,78,57,64,40,0,0,22,13,1,4,66,1,1
68,319,63,156,2,1,3,2,1,1,1,2,1,1,3,6,9.0,4,6,1,6,13,6,23,20,11,2,0,65,70,52,11,0,24,16,3,4,27,1,1
68,291,63,156,2,1,3,2,1,1,1,2,1,1,3,6,2.0,4,6,1,6,13,10,23,18,11,2,0,65,70,52,11,0,15,16,3,4,27,1,1
68,218,59,74,2,1,3,2,1,1,1,2,1,2,4,2,9.0,3,1,0,3,13,6,28,32,11,17,106,82,52,24,0,0,26,10,1,4,0,1,1
68,381,61,13,3,1,3,1,1,2,3,2,1,1,3,4,2.0,4,3,1,13,14,16,23,32,10,7,79,55,6,0,0,0,22,8,8,4,78,1,1
